partial	baseAUPRC	AUPRC	P@k
p@500	2.4172075806077532e-05	0.016050691826716874	0.158
p@test	4.6202322110350724e-05	0.0269107100861059	0.14833005893909626
p@1%	5.813537219183205e-06	0.004601187411333331	0.19387755102040816
