partial	baseAUPRC	AUPRC	P@k
p@500	1.1482667551257352e-05	0.0010418730041453178	0.072
p@test	5.07151150180533e-05	0.0032360005566583294	0.05012610340479193
p@1%	7.336148713303308e-06	0.0007218831158625635	0.08013937282229965
