partial	baseAUPRC	AUPRC	P@k
p@500	1.7155110793423875e-05	0.0018840757319649299	0.108
p@test	8.355174330871255e-05	0.008065458039411116	0.08278249921309411
p@1%	1.1119053292033992e-05	0.0012481621846113693	0.12195121951219512
