partial	baseAUPRC	AUPRC	P@k
p@500	2.502226378530777e-05	0.01542419760783912	0.166
p@test	4.6125377821109505e-05	0.026120678451333264	0.1494140625
p@1%	6.33093421074052e-06	0.00417193459188386	0.21428571428571427
