partial	baseAUPRC	AUPRC	P@k
p@500	1.919934261450888e-05	0.002862417543250504	0.12
p@test	6.783767723793138e-05	0.007095322478444904	0.06694032207136091
p@1%	1.119961652513018e-05	0.001941616511334393	0.12195121951219512
